page_number,url,text
287,https://hymnary.org/page/fetch/SSSH1989/287/high,"Have You Any Room for Jesus? 283 SOURCE UNKNOWN C.C. WILLIAMS Arr: by Daniel W. Whittle [NEWLINE] 1. Have you an y room for Je suS, He who bore your load of sin? 2 Room for pleasure, room for busi ness, But for Christ   the Cruci fied, 3. Have   you an y room for Je suS, As in grace He calls a gain? 4. Room and time now give to Je sus, Soon will pass God'$ day of grace; [NEWLINE] As He knocks and asks ad mis sion; Sin ner;, will you let Him in? Not a place that He can en ter, In the heart for which He died? 0 to day is time ac cept ed, To mor row you may call in vain Soon thy heart left cold and Si lent, And thy Savjour' $ plead- -ing cease. [NEWLINE] 4 Room for Je suS, King of Glo ry! Has ten now His Word 0 bey; [NEWLINE] Swing the heart'$ door wide ly 0 pen, Bid Him en ter while you may."
288,https://hymnary.org/page/fetch/SSSH1989/288/high,"284 Who at My Door Is Standing? MARY B. C. SLADE ASA B. EVERETT [NEWLINE] 1. Who at my door is stand ing; Pa tient ly draw ing near 2. Lone ly with out He'$ stay ing: Lone ly with in am I; 3 All through the dark hours drea Ty Knocking a gain is He; 4 Door of my   heart, 1 has ten! Thee   will I pen wide [NEWLINE] Entrance   with in de mand ing? Whose is the voice 1 hear? While I am still de lay ing; Will He not pass me by? Je suS, art Thou not wea Ty, Wait ing SO long for me? Tho' He re buke and chas ten, He shall  with me a bide. [NEWLINE] Sweet ly the tones are fall ing: [NEWLINE] ""0 pen the door for Mel [NEWLINE] If thou   wilt heed My call ing, [NEWLINE] will abide with thee"
289,https://hymnary.org/page/fetch/SSSH1989/289/high,"Into My Heart 285 HARRY D. CLARKE HARRY D. CLARKE [NEWLINE] 1. Come in to my heart, blessed Je sus , Come in to my heart, 2. Come   in to my heart, blessed Je suS, I need Thee thro' life's drear y 3 Come  in to my heart, blessed Je sus, And take all my guilt a 4, Come in to my heart, blessed Je suS, 0 cleanse and il lu mine  my [NEWLINE] pray; My soul is SO troubled and wea ry, Come in to my heart to way; The burden of sin is SO heav Y, Come in to my heart   to way; Then spotless   IIl stand   in Thy presence, When breaks the ter nal soul; Fill me with Thy wonder ful Spir it, Come in and take full con [NEWLINE] day: stay. day: trol: [NEWLINE] In to   my heart, [NEWLINE] in to my heart, Come [NEWLINE] in to my heart, Lord Je [NEWLINE] sus; Come in to day, Come [NEWLINE] in [NEWLINE] t0 stay, Come in t0 my heart, Lord Je [NEWLINE] suS."
290,https://hymnary.org/page/fetch/SSSH1989/290/high,"The NailScarred Hand BAYLUS B. McKINNEY BAYLUS B. McKINNEY [NEWLINE] 1. Have  you  failed in your   plan of your stormtossed life? Place your hand in the 2. Are you   walking a lone   through the shadows   dim? Place your  hand in the 3. Would you fol low the will of the ris en Lord? Place your hand in the 4 Is your  soul burdened down with its load of sin? Place your hand in the [NEWLINE] nailscarred hand; Are you wea Ty and wom   from its toil and  strife? nailscarred hand; Christ will com fort your  heart; put your trust in Him, nailscarred hand; Would you live in the light of His bless ed Word? nailscarred hand; Throw your heart pen  wide, let the Sav iour in, [NEWLINE] Place your hand in the nailscarred  hand. Place   your hand in the nailscarred [NEWLINE] hand, Place your hand in the nailscarred   hand; He will keep to the [NEWLINE] end, He'$ your dear est Friend, Place your hand in the nailscarred   hand."
291,https://hymnary.org/page/fetch/SSSH1989/291/high,"Open Your Heart's Door 287 JOHN R RICE JOHN R RICE #e| [NEWLINE] 1. Je suS is here , Je suS is here, Here on the doorstep He'$ 2. Who SO e er will, Who SO e'er  will, May take the wa ter of 3.""Don 't turn a way, Don 't tum a way From the soft waming; your 4 Je suS, come in; Je suS, come in; Oh; lift the bur den, for [NEWLINE] wait ing So  near, Not far a way, but read y to day, Your poOr life to your   fill: Je suS has paid, His life down He   laid, For all conscience would say, God's broken laws, your sin and your fall, Oh, do give  all my sin. Conquer, 0 mild One, my heart SO wild, Take now [NEWLINE] 5JE [NEWLINE] lost soul this moment to save: your   sins, a tonement He made. 0 pen your heart' $ door to Je sus, not grieve God'$ Spir it who calls. and cleanse and make me God's child. [NEWLINE] 93 He's stand ing near, wait ing to hear your heart'$ con fes sion and [NEWLINE] He'Il take pOS session, So pen your heart'$ door and let Him come in:."
292,https://hymnary.org/page/fetch/SSSH1989/292/high,"IAm Resolved [NEWLINE] PALMER HARTSOUGH [NEWLINE] JAMES H. FILLMORE [NEWLINE] 1 1 am resolved no lon ger to lin ger, Charmed by the world '$ de light; 2 1 am resolved to g0 to the   Saviour, Leav ing my sin and strife; 3_ I am resolved to fol low the   Saviour; Faith ful  and true   each day; [NEWLINE] Things that   are   high er, things that   are no bler; These have al lured my sight: He is the true  One, He is the   just  One, He hath the words of life. Heed what He say eth,, do what He will eth, He is the liv ing way. [NEWLINE] will has ten to Him,  Hasten so   glad and free; will has ten, has ten to Him, Hasten so   glad and free; [NEWLINE] Hasten   glad and free; [NEWLINE] Je suS, Great est, High est, Je suS, Je sus, [NEWLINE] will come to Thee."
293,https://hymnary.org/page/fetch/SSSH1989/293/high,"Come; Sinner , Comel 289 W.E: WITTER H,R PALMER [NEWLINE] 1. While Je sus whis pers to you,  Come, sin ner, comel While we are pray ing for you, (Omit 2. Are you too heav y la den? Come, sin ner, comel Je sus will bear your bur den, (Omit Oh;, hear His ten der plead ing; Come, sin ner; comel 3 Come and re ceive the bless ing, (Omit [NEWLINE] Now is the time to own Him, Now is the time to know Him, Je suS will not de ceive you, Je sus can now re deem you, While Je suS whis pers to you, While we are pray ing for you, [NEWLINE] Come, sin ner, comel [NEWLINE] Come, sin ner, comel [NEWLINE] Come, sin ner, comel [NEWLINE] Come, sin ner, comel (Omit Come, sin ner, comel (Omit Come, sin ner, comel (Omit [NEWLINE] Come, sin ner, comel [NEWLINE] Come, sin ner, comel [NEWLINE] Come, sin ner, comel"
294,https://hymnary.org/page/fetch/SSSH1989/294/high,"Let Him In [NEWLINE] JONATHAN B. ATCHINSON [NEWLINE] EDWIN O. EXCELL [NEWLINE] 1a There' $ a Saviour at the door; 2. 0 pen now to Him your heart; 3. Hear you now His lov ing voice? 4. Now ad mit the heav'nly Guest; [NEWLINE] Let Him Let Him Let Him Let Him Let   the Saviour in, [NEWLINE] in; He has been   there oft be fore, in; If you wait He will de part, in; Now, oh, now make   Him your choice, in; He   will make for you a feast, Let the Sav iour   in; [NEWLINE] 2EH [NEWLINE] Let Him in; Let Him in, ere He is Let Him in; Let Him in, He is your Let Him in; He is stand ing at your Let Him in; He  will speak your  sins for Let  the Saviour in, Let the Saviour in; [NEWLINE] Hid [NEWLINE] gone, Let Him in, the Ho ly One, Je sus Christ, the Father' $ Friend, He your soul will sure de fend, He will keep you t0 the door, Joy to you He will re store, And His name you will a giv'n, And when earth ties are all riv'n, He will take you   Home to"
295,https://hymnary.org/page/fetch/SSSH1989/295/high,"Son, end, dore, Heav'n, [NEWLINE] Let [NEWLINE] Him in. Let Him in. Let Him in. Let Him in. Let   the   Savjour in, Let the Saviour in: [NEWLINE] IAm [NEWLINE] Coming, Lord 291 LEWIS HARTSOUGH LEWIS HARTSOUGH [NEWLINE] hear   Thy welcome voice, That calls me, Lord, to Thee For weak and vile, Thou dost my strength as sure; Thou 2. Tho com ing 3 'Tis Je sus calls me on To per fect faith and love, To [NEWLINE] clean sing in Thy pre cious   blood That flowed on Cal va Ty. dost vile ness ful ly cleanse, Till spot less all and pure. my trust, For earth and Heav' n a bove. per fect hope, and peace, and [NEWLINE] am com ing Lord! [NEWLINE] Com ing now to Theel [NEWLINE] me, cleanse me in the blood That flowed on Cal Wash va ry!"
296,https://hymnary.org/page/fetch/SSSH1989/296/high,"His Way With Thee CYRUS S. NUSBAUM CYRUS S. NUSBAUM [NEWLINE] 1. Would you   live for Je suS, and be always pure and good?  Would you walk with 2. Would you have Him make you free, and fol low at His call? Would you know the 3. Would you in His kingdom find a place of constant rest? Would you prove Him [NEWLINE] Him with in the nar row road? Would you have Him bear your burden, car ry peace that  comes by   giv ing all? Would you have Him save you, so that you can true in prov den tial test? Would you   in His serv ice la bor al ways [NEWLINE] all your load? nev er   fall? Let Him have His way with   thee. His pow'r can make You what you at your best? [NEWLINE] ought to be; His blood can cleanse your heart and make You free; His love can fill your 92 6 rit. [NEWLINE] soul, and you will see 'Twas best for Him to have His way with thee."
297,https://hymnary.org/page/fetch/SSSH1989/297/high,"Is Your All on the Altar? 293 ELISHA A; HOFFMAN ELISHA A. HOFFMAN [NEWLINE] 1. You have longed for sweet peace, and for faith to increase , And have earnest ly, Lord, in the light of   His   Word, And have peace and con 2 Would you walk with the know what the Lord will be stow Of the blessings for 3 0 we nev er can tell all the love He will send from a bove, And how hap - 4. Who can Py our [NEWLINE] But you cannot have rest Or be perfect ly blest fervent ly prayed; way? You must do His sweet will, to be free from all ill, tentment al which we have Till our bod y and soul He doth ful ly con trol, prayed, hearts   will be   made, Of the fellow-ship sweet we shall share  at His feet; [NEWLINE] Until all on the al tar is laid. On the al tar your all you must lay. And our all on the al tar is laid_ When our all on the al tar is laid. [NEWLINE] Is your all on the al tar of [NEWLINE] sac ri fice  laid? Your heart, does the Spirit control? [NEWLINE] You can on ly be [NEWLINE] blest and have peace and sweet rest, As you yield Him your bod y and   soul:."
298,https://hymnary.org/page/fetch/SSSH1989/298/high,"Stepping in the Light ELIZA E. HEWITT WILLIAM J. KIRKPATRICK [NEWLINE] Try ing to walk in the steps   of the   Saviour, Trying to fol low our 2. Press ing more closely to Him who is lead ing; When we are tempted to 3 Walk ing in footsteps  of gen tle forbear-ance, Footsteps of faithful-ness, 4 Try ing to walk in the steps of the   Saviour; Upward, still upward we'Il [NEWLINE] Sav iour and King; Shap ing our lives by His blessed ex am ple, tum from the way; Trust ing the am that is strong to defend uS, mer cy and love, Look ing to Him for the grace free ly prom ised, fol low our Guide; When we shall see  Him, ""the King in His beau ty, [NEWLINE] HapPY, how happY , the songs that we bring: HappY , how happY , our praises each day. How beauti ful how to walk  in HappY , above. the happY , our journey Happy, how happY, our   place at His side. [NEWLINE] steps of the Sav iour,   Stepping in the light, Stepping in the light; How [NEWLINE] beauti ful to walk in the steps   of   the Saviour, Led in paths of light: [NEWLINE] FF6F"
299,https://hymnary.org/page/fetch/SSSH1989/299/high,[This image is under copyright]
300,https://hymnary.org/page/fetch/SSSH1989/300/high,"Follow On [NEWLINE] w. 0. CUSHING [NEWLINE] ROBERT LOWRY [NEWLINE] 1. Down in the valley with my Saviour [ would g0, Where the flow 'rS are 2 Down in the valley with my Saviour [ would go, Where the storms are 3. Down in the valley, Or up on the mountain steep, Close beside my [NEWLINE] bloomL -ing and the sweet waters flow; sweeping and the dark waters flow; Saviour would my soul ev er keep; [NEWLINE] Ev 'rywhere He leads me I would With His hand t0   lead me I will He will   lead me safe ly in the [NEWLINE] follow, follow on, Walking in His   footsteps till the crown be won. never, never fear, Danger cannot  fright me if my Lord is near. path that He has trod, Up to where they gather on the hills of God. [NEWLINE] Follow! fol lowl [ would follow Je sus! Any-where, ev 'rywhere, [NEWLINE] ) would   follow on! Fol low! fol lowl would fol low"
301,https://hymnary.org/page/fetch/SSSH1989/301/high,"AAA [NEWLINE] Je sus! Ev 'rywhere He leads me 1 would fol low on! [NEWLINE] Close to Thee [NEWLINE] FANNY J. CROSBY [NEWLINE] SILAS J. VAIL [NEWLINE] 1. Thou, my ev er last ing pOrtion, More than   friend or life to me; 2. Not for ease or worldly pleas ure , Nor for   fame my prayer shall be; 3. Lead me through the vale of shad OWS, Bear me 0'er life's fit ful sea; [NEWLINE] Fine [NEWLINE] AlI a long my pil grim jour ney, Sav iour, let me walk with Thee. Gladly will toil and suf fer, On ly let me walk with Thee. Then the gate of life ter nal May [ en ter; Lord, with Thee. [NEWLINE] DS. al fine [NEWLINE] Close to Thee, close to Thee, Close to Thee, close to Thee;"
302,https://hymnary.org/page/fetch/SSSH1989/302/high,"More Like the Master CHARLES H. GABRIEL CHARLES H. GABRIEL [NEWLINE] 1. More like the Master [ would ev er be, More of  His  meekness, 2 _ More like the Master is my dai ly prayer; More strength to car ry 3. More like the   Master [would live and grow; More of   His love to [NEWLINE] R more humil-i ty; More zeal to labor, more courage to be true; crosses [ must bear; More earnest effort to rescue souls from   sin; others I would show; More self deni al, like His  in Gali lee, [NEWLINE] BH# [NEWLINE] More conse cration for work He bids me do. More of His Spirit, the wander-er to win: More like the   Master I long to ev er be [NEWLINE] Take Thou my [NEWLINE] Take my heart, 0 [NEWLINE] heart, 1 would be Thine a lone; Take Thou my  heart and take my heart; [ would be Thine alone; Take my heart; 0 take my heart and [NEWLINE] make it all Thine own; Purge me from sin, Lord, I now immake it all Thine own; Purge Thou me from ev- 'ry' sin, 0 Lord,"
303,https://hymnary.org/page/fetch/SSSH1989/303/high,"Wash me and keep me Thine forev-er more. plore, Wash and keep, 0 wash and keep me Thine forev-er more . now implore, [NEWLINE] Something for Thee 299 SYLVANUS D. PHELPS ROBERT LOWRY [NEWLINE] L. Sav iour, Thy dy ing love Thou gav est me, 2. At the  blest mer cy seat, Plead ing for me, 3. Give a faith ful heart ~~Like ness to Thee me 4, AlI that am and have -~Thy gifts SO free [NEWLINE] Nor should [ My fee ble That each de In joy, in [NEWLINE] Lord, from Thee: In love my soul would bow, My heart ful aught withhold, Dear Je suS, to Thee: Help me the cross to bear, Thy wondrous faith looks up, day hence forth may see Some work of love be gun, Some deed of part ing Lord, for Theel Andwhen Thy face [ see, My   ransomed grief, thro' life, Dear [NEWLINE] fill its VOw, Some off' 'ring bring Thee now, Some thing for Thee. love declare, Some song to raise , Or prayer, Some thing for Thee. kindness done, Some wand 'rer sought and won, Some thing for Thee. ter ni ty, Some thing for Thee. A men_ soul shall be, Through all"
304,https://hymnary.org/page/fetch/SSSH1989/304/high,"Ashamed of Jesus JOSEPH GRIGGS EDWIN 0. EXCELL [NEWLINE] 1. Je suS and shall it ev er be, A mor 2. A tal shamed of Je sus! soon er far Let 3. eve ning Ashamed of Je sus! that dear  Friend, On whom 4. Ashamed my of Je sus! yes, may, When [ ve no [NEWLINE] Hl [NEWLINE] man a shamed of Thee? A shamed of Thee, whom blush to own a star; He sheds the beams of hopes of Heav'n de pend? Nol when 1 blush be guilt to wash a way, No tear to wipe, no [NEWLINE] RVd [NEWLINE] an [NEWLINE] gels praise, Whose glo ries   shine through end less days? light di vine 0'er this be night ed soul of mine. this my   shame, That no more re vere His name. good to  crave, No fears to quell, no soul to save. [NEWLINE] V A shamed of Je suS, never, 1 never will shamed of Je suS, ashamed  of Je suS, # 0 [NEWLINE] be; never will be; [NEWLINE] For Je suS, my Je sus my Sav iour, for 6)"
305,https://hymnary.org/page/fetch/SSSH1989/305/high,"Sav iour is not Je SUS, my Sav iour [NEWLINE] a shamed of me. [NEWLINE] Sweet Hour of Prayer 301 WILLIAM W. WALFORD WILLIAM B. BRADBURY [NEWLINE] 1. Sweet hour of prayer! sweet hour of prayer! That calls me from a world of care, Thywings shall my pe ti tion bear 2. Sweet hour of prayer! sweet hour of prayer!- sweet hour of prayer! May 1 thy con SO la tion share, 3 . Sweet hour of prayer! [NEWLINE] bids at Fa ther's throne Make all my wants and  wish es known; And me my To Him whose truth and  faith ful ness En gage the wait ing soul to bless; Till, from Mount Pisgah's   loft y height, [ view   my Home, and take my flight: [NEWLINE] sons of dis tress and grief, My soul has of ten found re lief, In sea And   since He bids me seek His   face , Be lieve His Word and trust His grace , This robe of flesh II drop, and rise To seize the ev er last ing prize; [NEWLINE] And oft escaped the tempter'$ snare By thy return, sweet hour of prayer. FI cast on Him my ev ry care, And wait for thee, sweet hour of prayer. And shout; while passing through the air, Farewell,  farewell, sweet hour of prayer."
