page_number,url,text
411,https://hymnary.org/page/fetch/SSSH1989/411/high,"""On to vic to ryl On [NEWLINE] to vic to ryl"" Cries our [NEWLINE] FXX great Command er: ""On! We'II move at His com great Command er: ""Onl"" [NEWLINE] mand, We'Il soon pOS sess the land, [NEWLINE] Thro Ioy al ty, [NEWLINE] P 4 Joy al ty,  Yes, loy al ty to Christ. A [NEWLINE] men."
412,https://hymnary.org/page/fetch/SSSH1989/412/high,"The Fight Is On LEILA N. MORRIS [NEWLINE] LEILA N. MORRIS [NEWLINE] 1. The fight is on the trumpet   sound is ring ing out, The cry ~To 2 The fight is on a rouse , ye soldiers   brave and truel Je ho vah 3. The fight is lead ing on to cer tain vic to Ty, The bow of [NEWLINE] arms! is heard a far and near; leads, and vic t'ry will as sure; prom ise spans the east em sky; [NEWLINE] The Lord of hosts Go buck le on His glorious name [NEWLINE] is [NEWLINE] the in [NEWLINE] 44 marching on to vic to Ty, The tri umph   of the Christ will soon appear: armor God has giv en you, And in His   strength for ev er we 'II endure. ev-'ry land shall honored be, The morn will break _ the dawn of peace is   nigh: [NEWLINE] EE The fight is on, 0 Christian sol dier, And face  to face in stern ar"
413,https://hymnary.org/page/fetch/SSSH1989/413/high,"ray_ [NEWLINE] With ar mor gleam- -ing and col ors streaming, The right and [NEWLINE] wrong en gage to day! [NEWLINE] The   fight is on, but be not [NEWLINE] HS [NEWLINE] wea Ty, [NEWLINE] Be   strong and in His might hold fast; [NEWLINE] If God be [NEWLINE] for uS, His banner 0 'er uS, We'Il sing the victor' $ song at last! for uS, 0'er uS,"
414,https://hymnary.org/page/fetch/SSSH1989/414/high,"Faith Is the Victory! JOHN H. YATES IRA D. SANKEY [NEWLINE] 1. Encamped a long the hills of light; Ye Christian soldiers, rise, And 2 His ban ner ver uS is   love, Our  sword the Word of God; We 3. On ev ry hand the foe we find Drawn up in dread ar ray; Let 4 To him that 0 vercomes the foe , White raiment shall be giv'n; Be [NEWLINE] press the bat tle ere the night Shall veil the   glow ing skies. A tread the road the saints a bove With shouts of tri umph trod. By tents of ease be left be hind, And on ward to the fray. Sal fore the an gels he shall know His name confessed in Heav n. Then [NEWLINE] gainst   the foe in vales be low Let all our strength be hurled; Faith faith, they like a whirlwind's  breath, Swept on 0 'er ev ry field; The va tion' $ hel met on each head, With truth all girt a bout, The on ward   from the hills of light; Our  hearts  will love a flame; We 'Il [NEWLINE] is the vic t0 Ty, we know, That vercomes the world. faith by which they conquered  Death Is still our shin ing shield. earth shall trem ble 'neath our tread, And ech with our shout. van quish all the hosts of night, In Je sus conqu ring name [NEWLINE] Faith is the vic to ry! Faith is the vic tory! Faith is the vic to ryl Faith is the vic to ~ryl"
415,https://hymnary.org/page/fetch/SSSH1989/415/high,"Oh, glo ri ous vic to ry, That [NEWLINE] vercomes the world. [NEWLINE] Hold the Fort [NEWLINE] P. P: BLISS [NEWLINE] P. P. BLISS [NEWLINE] 1. Ho, my comrades! see the sig nal, Wav ing in the sky! 2. See the might y host ad vancing; Sa tan lead ing on; 3. See the glo rious ban ner wav ing! Hear the trumpet blow! 4. Fierce and long the bat tle rag es, But our  Help is near; [NEWLINE] Re in forcements now ap pear ing, Vic to ry is nigh. Might y men a round uS fall ing; Cour age al most gonel In our Lead er $ name we 'II tri umph 0 ver ev ry foe. On ward comes our great Command er, Cheer; my comrades, cheer. [NEWLINE] ""Hold the fort, for [NEWLINE] am com [NEWLINE] ing; Je suS sig nals still; [NEWLINE] Wave   the an swer back to Heav en, ""By Thy grace we will:'"
416,https://hymnary.org/page/fetch/SSSH1989/416/high,"412 Onward; Christian Soldiers SABINE BARINGGOULD ARTHUR S. SULLIVAN [NEWLINE] 1. Onward, Chris tian sol 2. At the sign of tri 3. Like a might y ar 4. Onward,  then, ye peo [NEWLINE] diers , Marching as to war, umph Sa tan' $ host doth flee, my Moves   the Church of God; ple, Join our hap Py throng; [NEWLINE] With the cross of Je suS Go ing on be forel On, then, Chris tian sol diers, On to vic to ry! Broth ers, we are tread ing Where  the saints  have trod, Blend with ours your voic es In the tri umph song [NEWLINE] Christ;, the roy al Mas Hell 's foun da tions quiv We are not di vid Glo ry, laud and hon [NEWLINE] ter, Leads a gainst the foe; er At the shout of praise; ed AII one bod y we Or Un to Christ the King 00 [NEWLINE] For ward in to bat Brothers, lift your voic One in hope and doc This thru count less [NEWLINE] tle [NEWLINE] See His ban ner go! Loud your an thems raise! One in char ty Men and an gels sing: [NEWLINE] es, trine, ges [NEWLINE] On ward, Christian sol [NEWLINE] diers, Marching as to [NEWLINE] war,"
417,https://hymnary.org/page/fetch/SSSH1989/417/high,"With the cross of Je sus [NEWLINE] Go ing on be forel [NEWLINE] Stand Up; Stand Up for Jesus 413 GEORGE DUFFIELD GEORGE J. WEBB [NEWLINE] 1. Stand up,  stand up for Je suS, Ye sol diers of the cross, Lift 2.0 Stand up, stand up for Je SuS, The trumpet call 0 bey; Forth 3. Stand up, stand up for Je suS, Stand in His   strength a lone; The [NEWLINE] #| high His roy al ban ner, It must not suf fer loss; to the   mighty con flict, In this His glo rious day. arm of flesh will fail you, Ye dare not trust your own; [NEWLINE] From Ye Put [NEWLINE] vic t'ry un to vic try, His ar my   shall He lead, Till that are men now serve Him,' A gainst un numbered   foes; Let on the gos pel ar mor; And, watching un to prayer, Where [NEWLINE] ev Ty foe is van quished And Christ is Lord in deed: cour age rise with dan ger, And strength to strength op pose . du ty calls, Or dan ger, Be nev er want ing there."
418,https://hymnary.org/page/fetch/SSSH1989/418/high,"414 Stand Up, Stand Up for Jesus GEORGE DUFFIELD ADAM GEIBEL Unison [NEWLINE] 1. Stand up, stand up for Je 2. Stand up, stand up for Je 3 Stand up, stand up for Je 4 Stand up, stand up for Je [NEWLINE] suS, Ye sol diers of the suS, The trum pet call suS, Stand in His strength a suS, The strife will not be [NEWLINE] cross; bey; lone; long; [NEWLINE] Lift high His roy al ban Forth to the might y con The arm of flesh will fail This day the noise of bat [NEWLINE] ner, It flict, In you, Ye tle, The [NEWLINE] must not suf fer loss: this His glo rious day: dare not trust your own: next, the vic tor' $ song: [NEWLINE] From vic t 'ry un to ""Ye that are men now Put on the gOS pel To Him that ver [NEWLINE] vic [NEWLINE] rry His ar my shall He lead, Him A gainst un num bered foes; mor, Each piece put on with prayer; eth, A crown of life shall be: [NEWLINE] Till Let Where He [NEWLINE] serve [NEWLINE] ar [NEWLINE] com"
419,https://hymnary.org/page/fetch/SSSH1989/419/high,"rit. [NEWLINE] ev ry foe is van quished, And Christ is Lord in cour age rise with dan ger, And strength to strength op du ty calls, Or dan ger, Be nev er want ing with the King of Glo ry Shall reign ter nal [NEWLINE] deed. [NEWLINE] Stand up [NEWLINE] for Je suS, [NEWLINE] pose. there_ ly. [NEWLINE] Ye [NEWLINE] Stand up, stand up for Je suS, [NEWLINE] sol diers [NEWLINE] of the cross; [NEWLINE] Lift high His roy al [NEWLINE] ban ner, It must not, [NEWLINE] It must not suf fer [NEWLINE] loss."
420,https://hymnary.org/page/fetch/SSSH1989/420/high,"Victory Through Grace FANNY J. CROSBY JOHN R. SWENEY [NEWLINE] 1. Conquer ing now and still 2 Conquer - ing now and still 3. Conquer - ing now and still [NEWLINE] to con quer, Rid eth the to con quer, Who is this to con quer, Je suS Thou [NEWLINE] King in His won der ful Rul er of [NEWLINE] might! Lead ing the host of all the King? Whence are the ar mies which He all! Thrones and their scep ters all shall [NEWLINE] faith ful In to the midst of the fight; lead eth, While of His glo ry they sing? per ish, Crowns and their splen dor shall fall, [NEWLINE] See them   with He is our Yet shall the"
421,https://hymnary.org/page/fetch/SSSH1989/421/high,"cour age ad vanc ing, Clad in their bril liant ar Lord and Re deem er, Sav iour and Mon arch di ar mies Thou lead est, Faith ful and true to the [NEWLINE] ray, vine; last, [NEWLINE] Shout ing the name of their They are the stars that for Find in Thy man sions [NEWLINE] Lead er, Hear them ex ev er Bright in His ter nal Rest; when their [NEWLINE] DS_ U Yet to the true and the [NEWLINE] faith ful Vic try is [NEWLINE] FINE [NEWLINE] ult ing ly say: King dom will shine. war fare is past. [NEWLINE] Not to the strong [NEWLINE] is [NEWLINE] the [NEWLINE] prom ised through grace. [NEWLINE] DS. [NEWLINE] bat tle, Not to the swift is [NEWLINE] the [NEWLINE] race,"
422,https://hymnary.org/page/fetch/SSSH1989/422/high,"As a Volunteer [NEWLINE] W.S. BROWN [NEWLINE] CHARLES H. GABRIEL [NEWLINE] 1.A call for loyal soldiers Comes to one and all; 2. Yes, Je sus calls for soldiers Who are filled with pow r, 3. He calls you, for He loves you With a heart most kind, 4 , And when the war is ver, Andthe vic try won, [NEWLINE] Sol diers for the con flict, Sol diers who will serve Him He whose heart was bro ken, When the true and faith ful [NEWLINE] Will you heed the call? Ev ry day and hour; Bro ken for man kind; Gath er one by one, [NEWLINE] Will you an swer quick ly, He will not for sake you, Now, just now He calls   you, He will crown with glo ry [NEWLINE] With a read y cheer, He is ev er near, Calls in aC cents clear, AlI who there ap pear;"
423,https://hymnary.org/page/fetch/SSSH1989/423/high,"Will you be en list ed As a vol un teer? [NEWLINE] vol unteer for [NEWLINE] Je suS, [NEWLINE] A sol dier truel [NEWLINE] Oth ers have en list ed, [NEWLINE] Why not you? Je sus is the Captain, 0 why not? [NEWLINE] We will nev er [NEWLINE] fear; [NEWLINE] Will you be en list ed As a vol un teer? A men_"
424,https://hymnary.org/page/fetch/SSSH1989/424/high,"TrueHearted; WholeHearted FRANCES R. HA VERGAL GEORGE C. STEBBINS [NEWLINE] 1. True heart ed, wholeheart-ed, faith ful and Joy al, King of our 2 True heart ed, wholeheart-ed, full est al le giance Yield-= -ing hence- 3. True heart ed, wholeheart-ed, Sav iour all glo rious! Take Thy great [NEWLINE] lives, by Thy grace we will be; forth to our glo ri ous King; pow er and reign there a lone , [NEWLINE] Un der the stan dard ex Val iant en deav Or and 0 ver our wills and af [NEWLINE] alt ed and roy al, Strong in Thy strength we will bat tle for Thee lov ing 0 bedience, Free ly and joy ous ly now would we bring: fections vic to rious, Free ly sur rendered and whol ly Thine own: [NEWLINE] Peal out  the watchwordl si lence it nev er! Song of our Peal out the watchword! silence it nev er! Song of our"
425,https://hymnary.org/page/fetch/SSSH1989/425/high,"spir its, re joic ing and  free; spir its, rejoic-ing and free; [NEWLINE] Peal out the   watchword! Peal out the watchword! [NEWLINE] Ioy al for ev er, King of our lives, by Thy grace we will be. Joyal for ev er, King of our lives, by Thy grace we will be. [NEWLINE] Am Ia Soldier of the Cross? 418 [NEWLINE] ISAAC WATTS [NEWLINE] THOMAS A. ARNE [NEWLINE] 1. Am [ a sol dier of the cross, A fol low r of the Lamb? 2. Must be car ried to the skies On flow 'ry beds of ease, 3. Are there no foes for me to face? Must [ not stem the flood? 4 Sure 1 must fight, if 1 would   reign; In crease my courage, Lord; [NEWLINE] And shall fear to own His cause, Or blush to speak His name? While oth ers fought to win the prize , And sailed   thro blood y seas? Is this vile world a friend t0 grace, To help me on to God? FI bear the toil, en dure the pain, Sup port ed by Thy Word."
426,https://hymnary.org/page/fetch/SSSH1989/426/high,"Sound the Battle Cry WILLIAM F: SHERWIN WILLIAM F: SHERWIN [NEWLINE] 1. Sound the bat tle   cry! See, the foe is nigh; Raise the standard high 2. Strong t0 meet   the   foe, Marching on we g0, While our cause we know 3. 0l Thou God of all, Hear uS when we call, Help uS one and all [NEWLINE] For the Lord; Gird your armor on, Stand firm, ev ry one; Rest   your Must pre vail; Shield and banner bright; Gleaming in the light, Bat tling By Thy grace; When the battle's   done, And the vic t'ry'$ won, May we [NEWLINE] cause up on His ho ly Word: for the right We ne er can fail_ Rouse, then,  soldiers, ral ly round the wear the crown Be fore Thy face_ [NEWLINE] banner, ReadY, steadY, pass the word   along; [NEWLINE] Onward, forward, [NEWLINE] shout aloud Hosan na! Christ is Captain  of the might y throng:"
427,https://hymnary.org/page/fetch/SSSH1989/427/high,"There's a Song in the Air 420 JOSIAH G. HOLLAND KARL P. HARRINGTON [NEWLINE] 1. There ' $ a song in the air! There S a star in the sky! There' $ a 2. There'$ a tu mult of joy 0'er the won der ful birth, For the 3. In the light of that star Lie the a ges impearled; And that 4 We re joice in the light, And we ech the song That comes [NEWLINE] moth er' $ deep prayer, And a ba by' $ low cry! And the Vir gin'$ sweet boy Is the Lord of the earth. Ayl the song from a far Has swept 0 ver the world. Ev ry down through the night From the heav en ly throng: Ayl we [NEWLINE] star rains its fire while the beau ti ful sing, For the star rains its fire while the beau ful sing, For the hearth is a flame, and the beau ful sing In the shout to the love ly van gel they bring, And we [NEWLINE] man ger of Beth le hem cra dles King' man ger of Beth le hem cra dles King' homes of the na tions that Je sus is King' greet in His cra dle our Sav iour and King!"
428,https://hymnary.org/page/fetch/SSSH1989/428/high,"The First Noel [NEWLINE] Old English Carol [NEWLINE] Traditional melody from W. Sandy's ""Christmas Carols [NEWLINE] 1. The first No el the angel did say Was to certain poOr 2. And by the light of that same star, Three wise men 3 This star drew nigh to the north west; 0'er Beth le 4. Then en tered in those wise men three, Full rev rent [NEWLINE] shepherds in fields where they lay; In fields where they lay came from coun try far; To seek for a King was hem it took its rest, And there it did both ly up on their knee, And of fered there in [NEWLINE] keep-; ing their sheep; On a cold winter's night that was SO deep: their in tent, And to follow the star wher ev er it went: stop and stay, Right ver the place where Je sus Iay. His pres ence, Their gold, and myrrh, and frank in cense  [NEWLINE] No [NEWLINE] el, [NEWLINE] No [NEWLINE] el, No [NEWLINE] el, [NEWLINE] No [NEWLINE] el, [NEWLINE] Bom is the King [NEWLINE] of Is [NEWLINE] ra [NEWLINE] el."
429,https://hymnary.org/page/fetch/SSSH1989/429/high,"Thou Didst Leave Thy Throne 422 EMILY E. S. ELLIOTT Margaret TIMOTHY R MATTHEWS [NEWLINE] 1. Thou   didst leave Thy throne And   Thy king ly crown, When Thou 2. Heav en $ arch es rang When the an gels sang, Pro 3. The fox es found rest, And   the birds their nest In the 4. Thou cam est, 0 Lord, With the liv ing Word That should 5. When   the heav ens shall ring; And the an gels sing; At Thy [NEWLINE] cam est to earth for me; claim ing Thy roy al de gree; shade of the for est tree; set Thy peo ple free; com ing to vic to Ty [NEWLINE] But in Beth lehem 's home But of low ly birth But Thy couch was the sod, But with mock ing scor, Let Thy voice call me Home, [NEWLINE] 1 Was   there   found no room For   Thy ho ly na tiv ty. Didst Thou come to earth, And in great hu mil ty: 0 Thou Son of God, In the des erts of Gal lee. And with crown of thom, They bore Thee to Cal va ry. Saying, ""Yet there is room There is room at My side for thee  [NEWLINE] 154.0 come t0 my heart, Lord Je suS, There is room in my heart for Thee. 5.My heart shall rejoice, Lord Je suS, When Thou comest and call est for me."
430,https://hymnary.org/page/fetch/SSSH1989/430/high,"Joy to the World? ISAAC WATTS Based on Psalm 98 Arranged from George F. Handel [NEWLINE] 1. Joy to the world! the Lord is come; Let earth re 2 Joy to the world! the Sav iour reigns; Let men their 3 No more let sins and sOr rows grow Nor thorns in 4 He rules the world with truth and grace, And makes the [NEWLINE] ceive her King; Let ev ry heart pre pare Him room_ songs employ; While fields and floods, rocks, hills, and plains fest the   ground; He comes to make His bless ings flow na tions prove The glo ries of His   right eous ness, [NEWLINE] And Heav'n and na ture sing, And Heav 'n and na ture Re peat   the sound- -ing joy, Re peat   the sound-= -ing Far as the curse is found, Far as the curse is And wonders of His love, And wonders of His 1. And Heav'n and na ture sing; And [NEWLINE] Ba [NEWLINE] sing, And Heav'n, and Heav'n joy, Re peat, re peat found, Far as, far as love, And wonders, and won Heav'n and na ture sing, [NEWLINE] and na ture sing: the sound ing joy. the curse is found. ders of His love."
431,https://hymnary.org/page/fetch/SSSH1989/431/high,"0 Come, All Ye Faithful 424 LATIN HYMN From John F, Wade' $ Translated by Frederick Oakeley ""Cantus Diversi [NEWLINE] 1. 0 come; all ye faith ful, joy ful and tri um phant, 2. Sing; choirs of an gels, sing in ex ul ta tion , 3. Yea, Lord, we greet Thee, born this hap PY morn ing, [NEWLINE] come sing; Je [NEWLINE] ye, come ye to Beth all ye bright hosts of Heav 'n suS, to Thee be all glo [NEWLINE] le hem; a bove; ry giv'n; [NEWLINE] Come and be hold Him born the King of an gels; Glo ry to God, all glo Ty in the high est; Word of the Fa ther, now in flesh ap pear ing; [NEWLINE] +A come; let uS a dore   Him, 0 come, let uS a dore Him, 0 [NEWLINE] come; let uS a dore [NEWLINE] Him, Christ, [NEWLINE] the Lord."
432,https://hymnary.org/page/fetch/SSSH1989/432/high,"No Room in the Inn A. L. SKILTON E: GRACE UPDEGRAFF [NEWLINE] 1 No beau ti ful cham ber, 2 No sweet conse cra tion, 3. No one to re ceive Him, [NEWLINE] No soft cra dle bed, No seeking His part, No welcome while here, [NEWLINE] No place but man ger, No where for His head; No hu mil 1 a tion No place in the heart; No balm t0 re lieve Him, No staff   but spear; #p: 6 [NEWLINE] No prais es of glad ness, No thought of their sin, No thought of the Sav iour, No sor row for sin, No seeking His treas ure , No weeping for sin, [NEWLINE] rit. [NEWLINE] No glo Ty but sad ness, No room in the inn_ No prayer  for His fa VOr, No room in the inn_ No do ing His pleas ure, No room in the inn. [NEWLINE] No [NEWLINE] room, no room for Je suS, [NEWLINE] give Him welcome free, [NEWLINE] Lest"
433,https://hymnary.org/page/fetch/SSSH1989/433/high,"rit, [NEWLINE] you should hear at Heav en' $ gate, ""There is no room for thee. [NEWLINE] I Heard the Bells on Christmas Day 426 HENRY W. LONGFELLOW J. BAPTISTE CALKIN [NEWLINE] heard the bells on Christ mas day, Their old fa 2. [ thought how, as the day had come, The bel fries 3. And in des pair bowed my head: ""There is no 4 Then   pealed the bells more loud and deep: ""God is not 5. Till, ring ing; sing ing on its way, The world re [NEWLINE] mil iar car ols play, And wild and sweet the of all Chris ten dom Had rolled a Jong th'un peace on earth;' 1 said, For hate is strong; and dead, nor doth He sleep; The wrong shall fail, the volved from night to day, A voice, a chime, [NEWLINE] words re peat Of peace on earth, good will to men. bro ken  song peace on earth, good will to men mocks the song Of peace on earth; good will to men: right pre vail, With peace on earth; good will to men: chant sublime, Of peace on earth, good will to men!"
434,https://hymnary.org/page/fetch/SSSH1989/434/high,"427 We Three Kings of Orient Are JOHN H. HOPKINS JOHN H. HOPKINS [NEWLINE] 1 We three kings of 0 rient are, Bearing gifts we traVerse a far 2.0 Born a King on Bethle-hem '$ plain, Gold 1 bring to crown Him a gain, 3 Frankin-cense to of fer have 1, Incense owns a Dei ty nigh; 4. Myrrh is mine; its bit ter perfume Breathes a life of gather-ing   gloom; 5 Glorious now be hold Him a rise, King and God and Sac ri fice; [NEWLINE] Field and foun tain, moor and moun tain, Fol low ing yon der star. King for ev er, ceas ing nev er ver uS all to reign: Prayer and prais ing; all men rais ing, Worship Him, God on high. Sorrowing, sigh ing, bleed ing, dy ing, Sealed in the stonecold tomb Al le lu ia, Al le ia! Peals through the earth and skies. [NEWLINE] EE} [NEWLINE] star of won der, Star of night; Star   with roy al beau ty [NEWLINE] bright. Westward leading; still   pro ceeding; Guide us to thy per fect   light:"
435,https://hymnary.org/page/fetch/SSSH1989/435/high,"It Came Upon the Midnight Clear 428 EDMUND H. SEARS RICHARD S. WILLIS [NEWLINE] 1. It came up on the  midnight clear; That glo rious song of old, 2. Still through the clo ven skies they come, With peace ful wings un furled, 3_ And ye, beneath life'$ crushing load, Whose forms are bend ing low, 4 For lo, the days are hast ning on, By   proph et bards foretold, [NEWLINE] From an gels bend ing near the   earth; To touch their harps of gold: And still their heav 'n ly mu sic floats 0 er all the wea ry world: Who toil a long the climbing way With   painful steps and slow,  When with the ev er cir_ ~cling years Comes round the age of gold; [NEWLINE] ""Peace on the   earth, goodwill to men, From Heav'n's all gra cious King A bove its   sad and low ly plains They bend on hov 'ring wing: Look now! for glad and golden hours Come swift ly on the wing; When peace shall 0 ver all the   earth Its an cient splen dors fling: [NEWLINE] The world in sol emn   still ness lay To hear the an gels sing: And ev er 0 'er its Babel sounds The bless ed an gels sing: 0 rest beside the wea ry road, And hear the an gels sing: And the whole world give back the song Which now the an gels sing:"
436,https://hymnary.org/page/fetch/SSSH1989/436/high,"429 Hark! the Herald Angels Sing CHARLES WESLEY FELIX MENDELSSOHNBARTHOLDY Arranged by William H. Cummings [NEWLINE] 1. Hark! the her ald an gels sing; ""Glory to the newbom King: 2 Christ, by  high est Heav 'n adored, Christ, the ev er last ing Lord: 3 Hail the Heav 'nborn Prince of  Peace! Hail the Sun of righteous-ness! 4. Come, De sire of nations, comel Fix in uS Thy humble home: [NEWLINE] Peace on earth, and mer cy mild: God and sin ners rec on ciled:' Late in time be hold Him come, Offspring of vir gin'$ womb: Light and life to all He brings; Ris 'n with heal ing in His wings: Rise, the Wo man ' $ conqu ring Seed, Bruise in uS the serpent's   head; [NEWLINE] Joyful, all ye nations,   rise, Join  the tri umph of the skies; Veiled in flesh   the Godhead see, Hail th'incar nate De ty! Mild He lays His glo Ty by, Bom that man no more may  die; Ad am'$ likeness now ef face, Stamp Thine image in its place: [NEWLINE] With an gel ic hosts   proclaim, ""Christ is bom in Beth le hem. Pleased as man with men to dwell, Je sus our Im man u el. Bom to raise   the sons of earth; Bor to give them sec ond birth. Sec ond Ad am from a bove, Re in state uS in Thy love. [NEWLINE] px"
437,https://hymnary.org/page/fetch/SSSH1989/437/high,"Hark! the her ald an gels sing; ""Glo Ty to the newborn King: [NEWLINE] While Shepherds Watched Their Flocks   430 NAHUM TATE GEORGE F: HANDEL [NEWLINE] 13 While shepherds watched their flocks by night, All seated on the 2. ""Fear not! said he; for mighty dread Had seized their trou bled 3.""To you, in Dav id'$ town this day, Is bomn of Dav id' $ 4.""The heav'nly Babe you there shall find To human view dis 5. AlI glo ry be to God on high, And to the   earth be [NEWLINE] ground, mind, line, played, peace: [NEWLINE] The an gel of the Lord came down, And ""Glad ti dings of great joy bring, To The Sav iour who is Christ the Lord; And AlI mean ly wrapped in swath-| ing bands, And Good will hence forth   from   Heav' n to men, Be [NEWLINE] glo ry shone a round, you and all man kind, this shall be the sign: in a manger laid, gin and nev er cease, [NEWLINE] And glo ry shone a round. To you and all man kind. And this shall be the sign: And in a man ger laid_ Be gin and nev er cease."
438,https://hymnary.org/page/fetch/SSSH1989/438/high,"Silent Night! Holy Night! JOSEPH MOHR FRANZ GRUBER [NEWLINE] 1, Si lent  night, ho ly night; AII is calm, all is bright 2 Si lent   night, ho ly night, Shepherds quake at the sight, 3_ Si lent  night, ho ly night, Son of God, love' $ pure light 4. Si lent   night, ho ly night; Wondrous star, lend thy light; [NEWLINE] Round yon vir gin mother and child. Ho ly infant SO ten der and mild, Glories   stream from Heaven a far , Heav'nly hosts sing Al le lu ia; Radiant beams from Thy ho ly face, With the dawn of re deem ing grace, With the an gels let uS sing, Al le lu ia to our King; [NEWLINE] Sleep in heav en ly peace, Christ the Sav iour is born! Je suS, Lord, at   Thy birth, Christ the Sav iour is bom. [NEWLINE] Sleep in heav en ly peace_ Christ the Sav iour is born! Je sus, Lord, at Thy birth. Christ the Sav iour is bom. [NEWLINE] 432 Angels, From the Realms of Glory JAMES MONTGOMERY HENRY SMART [NEWLINE] 1. An gels, from the realms   of Glo Ty, Wing  your flight 0'er all the earth; 2. Shepherds, in the field a bid ing; Watching 0'er your flocks by night, 3. Sa ges, leave your con templa tions, Brighter vi sions beam a far; 4. Saints, be fore the al tar bending,   Watching long in hope and fear,"
439,https://hymnary.org/page/fetch/SSSH1989/439/high,"Ye; who sang cre a tion S Sto Ty, Now   proclaim Mes si ah S birth: God   with man is now re sid ing; Yonder   shines the In fantLight: Seek   the   great De sire of na tions, Ye have seen His na tal star; Sudden ly the Lord, descend-ing, In His temple  shall ap pear; [NEWLINE] Come and worship, come and worship, Worship Christ the newborn King: [NEWLINE] Away in a Manger 433 MARTIN LUTHER MARTIN LUTHER [NEWLINE] 1. A way in a manger, No crib for a bed, The lit tle Lord 2. The cat tle are low ing; The Ba by a wakes, But lit tle Lord 3 Be near me, Lord Je suS, 1 ask Thee to stay Close by me for [NEWLINE] Je suS Laid down His sweet head; The stars in the sky Looked Je suS, No cry ing He makes; love   Thee, Lord Je sus! Look ev er, And love me, I pray; Bless all the dear chil dren  In [NEWLINE] down where He layThe lit tle Lord Je suS, A sleep on the hay. down from the sky, And stay by my cra dle, Till moming is nigh. Thy ten der care, And take uS to Heaven, To live with Thee there."
440,https://hymnary.org/page/fetch/SSSH1989/440/high,"434 0 Little Town of Bethlehem PHILLIPS BROOKS LEWIS H. REDNER [NEWLINE] L. 0 lit tle town of Beth lehem, How still we see thee liel A 2. For Christ is bom of Ma ry; And gathered all a bove, While 3. How si lent ly,, how si lently The wondrous gift is giv'n! So 4 0 ho ly Child of Bethle- hem, Descend to uS, we pray; Cast [NEWLINE] bove   thy deep and dreamless sleep The si lent stars g0 by; Yet Mor tals sleep; the an gels keep Their watch   of wond ring love. 0 God im parts to hu man hearts The blessings of His Heav'n. No out our sin and en ter in Be born in uS to day. We [NEWLINE] in thy dark   streets shin eth The ev er last ing Light; The morning   stars, to geth er Pro claim the ho ly birth And ear may hear His com ing; But in this world  of sin, Where hear   the Christ mas an gels The great   glad ti dings tell [NEWLINE] hopes and fears of all the years Are met in thee to night: prais es sing to God the King; And peace to men on earth. meek souls will re ceive Him still, The dear Christ en ters in. come to uS, a bide with uS, Our Lord Em man el: [NEWLINE] BR"
441,https://hymnary.org/page/fetch/SSSH1989/441/high,"0 Beautiful for Spacious Skies 435 KATHERINE L. BATES SAMUEL A. WARD [NEWLINE] 1.0 beau ti ful for spacious skies, For am ber waves   of grain, 2. 0 beau ful for pil grim feet; Whose stern, impas-sioned stress 3. 0 beau ful for he roes proved In lib er at ing strife, 4 0 beau ti ful for patriot dream That sees beyond the years [NEWLINE] For pur ple mountain maj esties A bove the fruit ed plain! A thorough-fare for free dom beat A cross the wil der ness! Who more than self their coun try loved, And mer cy more than lifel Thine al abas ter cit ies gleam; Undimmed by hu man tears! [NEWLINE] A mer A mer [NEWLINE] ca! A mer [NEWLINE] cal God shed His   grace on thee, ca! A mer ca! God mend thine ev ry flaw, A mer ca! A mer ca! May God thy gold re fine , A mer ca! A mer ca! God shed His   grace on thee, [NEWLINE] And crown thy good with broth erhood From sea to shining sea! Con fir thy soul in self con trol, Thy lib er ty in law! Till all SuCcess be no ble ness And ev ry gain di vinel And crown thy good with broth erhood From sea to shining sea!"
442,https://hymnary.org/page/fetch/SSSH1989/442/high,"The StarSpangled Banner FRANCIS SCOTT KEY FRANCIS SCOTT KEY [NEWLINE] 1.0 say, can you see, by the dawn'$ ear ly   light, What so proudly we 2. On the shore, dimly seen through the mists   of the deep; Where the foe's haughty 3 And where is that band, who s0 vaunting ly swore That the hav OC of 4. 0 thus be it ev er when   free men shall   stand Be tween their loved [NEWLINE] hailed at the twilight's last gleaming? Whose broad stripes and bright stars, thro' the host in dread silence re pOS es, What   is that which the   breeze, 0 'er the war and the bat tle' $ con fusion, A home and a coun try should homes and the war' $ des Ia tion; Blest with vic t'ry and peace, may the [NEWLINE] per il ous fight, O0'er the ram parts we watched, were sO gal lant ly tow er ing steep, As it fit fully blows, half con ceals, half dis leave uS no more? Their blood has washed out their foul footsteps' pol Heav'nres-cued land Praise the Pow' r that hath made and preserved uS"
